Distance,SNR (dB)
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
